link,data
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"With that said, we'll explore the concept of CI/CD pipeline governance and why it's vital, especially as AI becomes increasingly prevalent in our software pipelines."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"CI/CD pipeline governance refers to the framework of policies, practices, and controls that oversee the entire software delivery process."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"It ensures that every step, from the moment the code is committed to when it's deployed in production, adheres to organizational standards, security protocols, and regulatory requirements."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"In DevOps, this governance acts as a guardrail, allowing teams to move fast without compromising on quality, security, or compliance."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"It's about striking the delicate balance between agility and control, ensuring that the rapid pace of DevOps doesn't lead to increased risks or compliance violations."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"Governance frameworks encompass various aspects such as access control, change management, security checks, quality assurance, and comprehensive audit trails throughout the automated delivery process."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"They provide a structured approach to managing risks, ensuring consistency, and adhering to both internal standards and external regulations."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"Modern software systems often handle vast amounts of sensitive data, and pipeline governance ensures that data handling practices throughout the development and deployment process adhere to regulations such as GDPR, CCPA, or industry-specific standards."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"As systems become more complex and interconnected, the need for transparency and explainability grows."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"Pipeline governance provides the necessary mechanisms to track the development and deployment of software, ensuring that there's a clear audit trail of how systems were built, tested, and put into production."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,This traceability is crucial when demonstrating compliance to regulators or explaining system behaviors to stakeholders.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Ethical considerations in software development have also come to the forefront in recent years.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Pipeline governance can incorporate checks to ensure systems are developed and deployed in line with ethical guidelines and organizational values.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"This might include tests for bias, fairness, and potential negative impacts on different user groups."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"In the age of AI, the importance of robust CI/CD pipeline governance has amplified significantly."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"AI systems often involve complex algorithms, vast amounts of data, and can have far-reaching impacts on users and businesses."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"As AI systems become more autonomous in decision-making, the need for transparency and explainability grows."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,The rapid evolution of AI technologies also necessitates strong governance to manage frequent updates and changes without compromising on compliance or security.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Pipeline governance ensures that each iteration goes through the necessary checks and balances before being deployed.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Having a strong governance framework allows organizations to quickly adapt their pipelines to new compliance requirements.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,This agility in compliance is crucial in a field where regulations are still catching up with technological advancements.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Implementing effective CI/CD pipeline governance in the age of AI requires a multifaceted approach.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"It starts with establishing clear policies outlining compliance requirements, security standards, and ethical guidelines for AI development."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,These policies should be embedded into the pipeline through automated checks and gates.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Leveraging advanced automation tools for continuous compliance checking throughout the pipeline is essential.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"These tools can scan code for vulnerabilities, check for adherence to coding standards, and even analyze AI models for potential biases or unexpected behaviors."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Robust version control and change management processes are also crucial components of pipeline governance.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"They ensure that every change to the codebase or AI model is tracked, reviewed, and approved before progressing through the pipeline."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,We can't forget logging and auditing.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Comprehensive logging and monitoring of all pipeline activities provide the necessary audit trails for compliance demonstration and post-incident analysis.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"In the context of AI, this extends to monitoring deployed models for performance drift or unexpected behaviors, ensuring ongoing compliance post-deployment."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Regular audits and reviews of the pipeline itself are also necessary to identify areas for improvement and ensure the governance framework remains effective as technologies and regulations evolve.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"Perhaps most importantly, fostering a culture of compliance and security awareness among development teams is crucial."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"In the DevOps world, where developers have increasing responsibility for the entire software lifecycle, ensuring they understand and prioritize compliance is key to effective governance."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,"To help you get started, we recommend that you download Data Governance Best Practices for Software Delivery."
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,Organizations that prioritize and implement effective pipeline governance will be well-positioned to leverage the full potential of AI while managing associated risks and compliance challenges.
https://thehackernews.com/2024/12/data-governance-in-devops-ensuring.html,This ebook will help you on your journey to innovate rapidly while maintaining compliance with regulatory requirements and organizational standards.
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"Cybersecurity researchers have disclosed multiple security flaws impacting open-source machine learning (ML) tools and frameworks such as MLflow, H2O, PyTorch, and MLeap that could pave the way for code execution."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"The vulnerabilities, discovered by JFrog, are part of a broader collection of 22 security shortcomings the supply chain security company first disclosed last month."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"Unlike the first set that involved flaws on the server-side, the newly detailed ones allow exploitation of ML clients and reside in libraries that handle safe model formats like Safetensors."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"""Hijacking an ML client in an organization can allow the attackers to perform extensive lateral movement within the organization,"" the company said. ""An ML client is very likely to have access to important ML services such as ML Model Registries or MLOps Pipelines."""
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"This, in turn, could expose sensitive information such as model registry credentials, effectively permitting a malicious actor to backdoor stored ML models or achieve code execution."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,The list of vulnerabilities is below -
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"JFrog noted that ML models shouldn't be blindly loaded even in cases where they are loaded from a safe type, such as Safetensors, as they have the capability to achieve arbitrary code execution."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"""AI and Machine Learning (ML) tools hold immense potential for innovation, but can also open the door for attackers to cause widespread damage to any organization,"" Shachar Menashe, JFrog's VP of Security Research, said in a statement."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"""To safeguard against these threats, it's important to know which models you're using and never load untrusted ML models even from a 'safe' ML repository."
https://thehackernews.com/2024/12/researchers-uncover-flaws-in-popular.html,"Doing so can lead to remote code execution in some scenarios, causing extensive harm to your organization."""
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"Cybersecurity researchers have released a proof-of-concept (PoC) exploit that strings together a now-patched critical security flaw impacting Mitel MiCollab with an arbitrary file read zero-day, granting an attacker the ability to access files from susceptible instances."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"The critical vulnerability in question is CVE-2024-41713 (CVSS score: 9.8), which relates to a case of insufficient input validation in the NuPoint Unified Messaging (NPM) component of Mitel MiCollab that results in a path traversal attack."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"MiCollab is a software and hardware solution that integrates chat, voice, video, and SMS messaging with Microsoft Teams and other applications."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"NPM is a server-based voicemail system, which enables users to access their voice messages through various methods, including remotely or through the Microsoft Outlook client."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"WatchTowr Labs, in a report shared with The Hacker News, said it discovered CVE-2024-41713 as part of its efforts to reproduce CVE-2024-35286 (CVSS score: 9.8), another critical bug in the NPM component that could permit an attacker to access sensitive information and execute arbitrary database and management operations."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,The SQL injection flaw was patched by Mitel in late May 2024 with the release of MiCollab version 9.8 SP1 (9.8.1.5).
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"What makes the new vulnerability notable is that it involves passing the input ""..;/"" in the HTTP request to the ReconcileWizard component to land the attacker in the root of the application server, thus making it possible to access sensitive information (e.g., /etc/passwd) sans authentication."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,WatchTowr Labs' analysis further found that the authentication bypass could be chained with an as-yet-unpatched post-authentication arbitrary file read flaw to extract sensitive information.
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""A successful exploit of this vulnerability could allow an attacker to gain unauthorized access, with potential impacts to the confidentiality, integrity, and availability of the system,"" Mitel said in an advisory for CVE-2024-41713."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""If the vulnerability is successfully exploited, an attacker could gain unauthenticated access to provisioning information including non-sensitive user and network information, and perform unauthorized administrative actions on the MiCollab Server."""
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"The company also noted that the local file read flaw (CVE-2024-55550, CVSS score: 2.7) within the system is the result of insufficient input sanitization, and that the disclosure is limited to non-sensitive system information."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,It emphasized that the vulnerability does not allow file modification or privilege escalation.
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"Following responsible disclosure, CVE-2024-41713 has been plugged in MiCollab versions 9.8 SP2 (9.8.2.12) or later as of October 9, 2024."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""On a more technical level, this investigation has demonstrated some valuable lessons,"" security researcher Sonny Macdonald said."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""Firstly, it has acted as a real-world example that full access to the source code is not always needed – even when diving into vulnerability research to reproduce a known weakness in a COTS solution."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"Depending on the depth of the CVE description, some good Internet search skills can be the basis for a successful hunt for vulnerabilities."""
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"It's worth noting that MiCollab 9.8 SP2 (9.8.2.12) also addresses a separate SQL injection vulnerability in the Audio, Web, and Video Conferencing (AWV) component (CVE-2024-47223, CVSS score: 9.4) that could have severe impacts, ranging from information disclosure to execution of arbitrary database queries that could render the system inoperable."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,The disclosure comes as Rapid7 detailed several security defects in the Lorex 2K Indoor Wi-Fi Security Camera (from CVE-2024-52544 through CVE-2024-52548) that could be combined to achieve remote code execution (RCE).
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"In a hypothetical attack scenario, the first three vulnerabilities could be utilized to reset a target device's admin password to one of the adversary's choosing, leveraging the access to view live video and audio feeds from the device, or leverage the remaining two flaws to achieve RCE with elevated privileges."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""The exploit chain consists of five distinct vulnerabilities, which operate together in two phases to achieve unauthenticated RCE,"" security researcher Stephen Fewer noted."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"""Phase 1 performs an authentication bypass, allowing a remote unauthenticated attacker to reset the device's admin password to a password of the attacker's choosing."
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"Phase 2 achieves remote code execution by leveraging the auth bypass in phase 1 to perform an authenticated stack-based buffer overflow and execute an operating system (OS) command with root privileges."""
https://thehackernews.com/2024/12/critical-mitel-micollab-flaw-exposes.html,"Data shared by attack surface management company Censys shows that there are 8,899 exposed Mitel MiCollab instances as of December 17, 2024, with 54% of them geolocated in the United States."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Vulnerability Management (VM) has long been a cornerstone of organizational cybersecurity.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Nearly as old as the discipline of cybersecurity itself, it aims to help organizations identify and address potential security issues before they become serious problems."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Yet, in recent years, the limitations of this approach have become increasingly evident."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"At its core, Vulnerability Management processes remain essential for identifying and addressing weaknesses."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"But as time marches on and attack avenues evolve, this approach is beginning to show its age."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"In a recent report, How to Grow Vulnerability Management into Exposure Management (Gartner, How to Grow Vulnerability Management Into Exposure Management, 8 November 2024, Mitchell Schneider Et Al.), we believe Gartner® addresses this point precisely and demonstrates how organizations can – and must – shift from a vulnerability-centric strategy to a broader Exposure Management (EM) framework."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"We feel it's more than a worthwhile read and in this article, we'll take a look at why Vulnerability Management falls short, why it's so crucial to incorporate business context into security operations, and how organizations can better engage leadership with metrics that demonstrate tangible value."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,It surprises nobody that traditional Vulnerability Management solutions struggle to keep up with the challenges of cybersecurity today.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,There are a few specific reasons for this; Vulnerability management is a challenge owing to its wide scope of stakeholders who impact and interface with it.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Another key challenge is simply the sheer volume of vulnerabilities identified.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Without a clear way to rank them, traditional VM solutions leave security organizations with overwhelmingly long lists of vulnerabilities - and no clear roadmap to handle them."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Risk Based Vulnerability Management (RBVM) tools do come to prioritize remediations based on how likely they are to impact your environment or context, but even with these tools, it's nowhere near enough to make a substantial dent in the volume of exposures you'll need to address."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,The operational fatigue born of this unprioritized deluge of vulnerabilities often results in critical vulnerabilities being overlooked.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"This, while less urgent issues consume valuable time and resources."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"It can also lead to 'analysis paralysis', when teams simply become paralyzed by the sheer number of issues they face, unable to decide where to start or how to act."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Traditional VM also misses the mark by failing to incorporate business context.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,This can lead to a focus on technical problems without considering how the associated vulnerabilities could impact critical business functions.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Similar to analysis paralysis, this misalignment leads to inefficient use of resources and leaves organizations unnecessarily vulnerable."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Finally, compliance-driven vulnerability assessments are today more focused on meeting regulatory requirements than they are on improving security posture."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"While these VM-driven assessments may satisfy auditors, they rarely address the real-world threats that organizations face."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,A crucial step in the shift to Exposure Management involves adding business context to every relevant security operation.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,This is essential in order to align cybersecurity efforts with strategic organizational goals.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,But it is also necessary so that we can shift cybersecurity away from being perceived as a technical exercise and a prevention-driven cost center and toward being a strategic and revenue enabler.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"By doing so, we can foster more informed decision-making on the security side, while reducing resistance from non-security stakeholders."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Aligning security objectives with business priorities also minimizes friction.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Instead of focusing solely on technical risks, security teams can address questions like which assets are most critical to operations and reputation."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,This level of clarity helps ensure that scarce resources target the most significant risks. (Want to understand more about how to zero-in on business critical assets?
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Check out our recent article to learn how XM Cyber helps ID the assets that are absolutely essential to the functioning of your business and protect them from high-impact risks.)
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"What's more, traditional security efforts often falter because they ask the wrong questions."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"The wrong question is: ""How do I eliminate this vulnerability…and the next…and the next?"" The right question would be ""How does this vulnerability affect profitability/product adoption/revenue streams/name your business outcome – and should we even address it?"" By asking the right questions and incorporating business context into security, we transform security from a reactive process into a proactive strategy."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,The shift to Exposure Management bridges the glaring gap between our technical teams and business leaders because it helps us show that security initiatives address the risks that matter most.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,It's no secret that the attack surface has expanded far beyond traditional IT perimeters and that this introduces broader risks and challenges for security organizations.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"The era of 'just' on-prem systems and networks is long gone – today's attack surface encompasses SaaS platforms, IoT devices, hybrid and remote workforces, complex supply chains, social media, third-party platforms, the dark web, public-facing assets and much, much more."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Managing attack surfaces can be overwhelming for security and risk leaders, especially when many are still poorly understood."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"To address these challenges, security operations managers need to prioritize their efforts by identifying attack surfaces that are easy to access or that hold high-value targets."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,And that's why shifting from vulnerability management to exposure management is a critical step in making this happen.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,This transition begins with improving visibility across all attack surfaces within the digital infrastructure.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Key steps include identifying which attack surfaces to include in the program's scope, conducting a gap analysis to uncover areas where existing technologies fall short, and using this information to define requirements for selecting the right vendors."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,These actions lay the foundation for effective attack surface management.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Finally, in the ridiculously complex cyber climate we operate in, finding common language to engage with organizational leadership is crucial to the transition from vulnerability management to exposure management."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Metrics is just such a language.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,It's the best way to align cybersecurity efforts with business objectives and demonstrate the tangible value of exposure management.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"The key here is to ensure that C-suite executives, who live and breathe business outcomes, get business-driven metrics."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Metrics that reflect business-driven insights (such as a reduction of attack surface exposure, a decrease in risk to critical assets, and any operational efficiencies gained), bridge the gap between technical cybersecurity measures and business goals."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Validated results, like simulations of attack scenarios or demonstrable reductions in lateral movement potential, are another way to deliver concrete evidence of success and grow leadership confidence."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"As mentioned above, the closer we can tie security operations directly to business outcomes, the more likely leadership is to view cybersecurity as a business enabler rather than a cost center."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Effective communication of metrics secures buy-in, resource allocation, and ongoing support for the shift exposure management. (To learn more on how to optimize reporting to the Board and or leadership, check out this eBook.)"
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,The time to shift from Vulnerability Management to Exposure Management isn't now - it's yesterday.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,Traditional VM leaves organizations struggling to prioritize what truly matters and at risk of wasting precious resources.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,The shift to Exposure Management is more than just a natural technological evolution.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"It's a mindset change that empowers businesses to focus on protecting what matters most: critical assets, operational continuity, strategic business outcomes."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"This transition isn't just about better addressing vulnerabilities - it's about creating a resilient, strategic defense that drives long-term success."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"With Exposure Management, organizations can better address what truly matters: safeguarding our critical assets, minimizing operational disruptions, and aligning our cybersecurity efforts with business priorities."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Note: This article was expertly written and contributed by Shay Siksik, SVP Customer Experience at XM Cyber."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Gartner, Inc."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,How to Grow Vulnerability Management Into Exposure Management.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"Mitchell Schneider, Jeremy D'Hoinne, etl."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,8 November 2024.
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,"GARTNER is a registered trademark and service mark of Gartner, Inc. and/or its affiliates in the U.S. and internationally and is used herein with permission."
https://thehackernews.com/2024/12/want-to-grow-vulnerability-management.html,All rights reserved.
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added multiple security flaws affecting products from Zyxel, North Grid Proself, ProjectSend, and CyberPanel to its Known Exploited Vulnerabilities (KEV) catalog, citing evidence of active exploitation in the wild."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,The list of vulnerabilities is as follows -
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"The inclusion of CVE-2023-45727 to the KEV catalog comes in the wake of a Trend Micro report released on November 19, 2024, that linked its active exploitation to a China-nexus cyber espionage group dubbed Earth Kasha (aka MirrorFace)."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"Then last week, cybersecurity vendor VulnCheck revealed that malicious actors have been attempting to weaponize CVE-2024-11680 as early as September 2024 for dropping post-exploitation payloads."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"The abuse of CVE-2024-51378 and CVE-2024-11667, on the other hand, has been attributed to various ransomware campaigns such as PSAUX and Helldown, according to Censys and Sekoia."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"Federal Civilian Executive Branch (FCEB) agencies are recommended to remediate the identified vulnerabilities by December 25, 2024, to secure their networks."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,The development comes as JPCERT/CC warned that three security flaws in I-O DATA routers UD-LT1 and UD-LT1/EX are being exploited by unknown threat actors.
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"While patches for CVE-2024-52564 have been made available with firmware Ver2.1.9, fixes for the remaining two shortcomings are not expected to be released until December 18, 2024 (Ver2.2.0)."
https://thehackernews.com/2024/12/cisa-warns-of-active-exploitation-of.html,"In the meanwhile, the Japanese company is advising that customers limit the settings screen from being exposed to the internet by disabling remote management, changing default guest user passwords, and ensuring administrator passwords are not trivial to guess."
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,Veeam has released security updates to address a critical flaw impacting Service Provider Console (VSPC) that could pave the way for remote code execution on susceptible instances.
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,"The vulnerability, tracked as CVE-2024-42448, carries a CVSS score of 9.9 out of a maximum of 10.0. The company noted that the bug was identified during internal testing."
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,"""From the VSPC management agent machine, under the condition that the management agent is authorized on the server, it is possible to perform Remote Code Execution (RCE) on the VSPC server machine,"" Veeam said in an advisory."
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,"Another defect patched by Veeam relates to a vulnerability (CVE-2024-42449, CVSS score: 7.1) that could be abused to leak an NTLM hash of the VSPC server service account and delete files on the VSPC server machine."
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,Both the identified vulnerabilities affect Veeam Service Provider Console 8.1.0.21377 and all earlier versions of 7 and 8 builds.
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,They have been addressed in version 8.1.0.21999.
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,"Veeam further said there are no mitigations to fix the problems, and that the only solution is to upgrade to the latest version of the software."
https://thehackernews.com/2024/12/veeam-issues-patch-for-critical-rce.html,"With flaws in Veeam products being abused by threat actors to deploy ransomware, it's imperative that users take action to secure their instances as soon as possible."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,A critical security vulnerability has been disclosed in SailPoint's IdentityIQ identity and access management (IAM) software that allows unauthorized access to content stored within the application directory.
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"The flaw, tracked as CVE-2024-10905, has a CVSS score of 10.0, indicating maximum severity."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"It affects IdentityIQ versions 8.2. 8.3, 8.4, and other previous versions."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"IdentityIQ ""allows HTTP access to static content in the IdentityIQ application directory that should be protected,"" according to a description of the flaw on NIST's National Vulnerability Database (NVD)."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"The vulnerability has been characterized as a case of improper handling of file names that identify virtual resources (CWE-66), which could be abused to read otherwise inaccessible files."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"In an alert of its own, SailPoint said it has ""released e-fixes for each impacted and supported version of IdentityIQ."" The exact list of versions impacted by CVE-2024-10905 is mentioned below -"
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,The Hacker News has reached out to SailPoint for comment prior to the publication of this story and will update the piece if we hear back from the company.
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"In response to our queries, SailPoint CISO Rex Booth shared following statement with The Hacker News -"
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"As part of our continued commitment to transparency and security, on Monday December 2, SailPoint issued a security advisory for its Identity IQ product which was assigned CVE-2024-10905. A fix has already been released, and we've provided customers with guidance on how to apply it."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,Publishing CVEs is a voluntary practice across the industry that demonstrates dedication to security and transparency.
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"At SailPoint, we invest in secure development practices and strive to catch vulnerabilities prior to software release, but, as with all software, new vulnerabilities can emerge as attacker tactics and detection capabilities evolve."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"For this reason, we continually test our products in all stages of the development lifecycle to minimize risk to our customers."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,"Finding and remediating vulnerabilities is a symptom of a mature security program, and a company dedicated to safeguarding the cyber ecosystem."
https://thehackernews.com/2024/12/critical-sailpoint-identityiq.html,(The story was updated after publication to include a statement from SailPoint and the advisory.)
https://thehackernews.com/2024/12/cisco-warns-of-exploitation-of-decade.html,Cisco on Monday updated an advisory to warn customers of active exploitation of a decade-old security flaw impacting its Adaptive Security Appliance (ASA).
https://thehackernews.com/2024/12/cisco-warns-of-exploitation-of-decade.html,"The vulnerability, tracked as CVE-2014-2120 (CVSS score: 4.3), concerns a case of insufficient input validation in ASA's WebVPN login page that could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a targeted user of the appliance."
https://thehackernews.com/2024/12/cisco-warns-of-exploitation-of-decade.html,"""An attacker could exploit this vulnerability by convincing a user to access a malicious link,"" Cisco noted in an alert released in March 2014."
